Pumpkins,September (late),Delaware
 Snap Beans,September (late),Delaware
 Spinach,September (late),Delaware
 Summer Squash,September (late),Delaware
 Sweet Potatoes ,September (late),Delaware
 Tomatoes,September (late),Delaware
 Turnips,September (late),Delaware
 Watermelon,September (late),Delaware
Apples,October (early),Delaware
 Brussels Sprouts,October (early),Delaware
 Cabbage,October (early),Delaware
Carrots ,October (early),Delaware
 Cauliflower,October (early),Delaware
 Chestnuts,October (early),Delaware
 Cucumbers,October (early),Delaware
 Eggplant,October (early),Delaware
 Greens,October (early),Delaware
 Lima Beans,October (early),Delaware
 Mushrooms ,October (early),Delaware
 Peppers,October (early),Delaware
Pumpkins,October (early),Delaware
 Snap Beans,October (early),Delaware
 Spinach,October (early),Delaware
 Sweet Potatoes ,October (early),Delaware
 Tomatoes,October (early),Delaware
 Turnips,October (early),Delaware
 Watermelon,October (early),Delaware
Apples,October (late),Delaware
 Brussels Sprouts,October (late),Delaware
 Cabbage,October (late),Delaware
Carrots ,October (late),Delaware
 Cauliflower,October (late),Delaware
 Chestnuts,October (late),Delaware
 Greens,October (late),Delaware
 Mushrooms ,October (late),Delaware
Pumpkins,October (late),Delaware
 Spinach,October (late),Delaware
 Sweet Potatoes ,October (late),Delaware
 Turnips,October (late),Delaware
Apples,November (early),Delaware
 Brussels Sprouts,November (early),Delaware
 Cabbage,November (early),Delaware
Carrots ,November (early),Delaware
 Cauliflower,November (early),Delaware
 Chestnuts,November (early),Delaware
 Greens,November (early),Delaware
 Mushrooms ,November (early),Delaware
Pumpkins,November (early),Delaware
 Spinach,November (early),Delaware
 Sweet Potatoes ,November (early),Delaware
 Turnips,November (early),Delaware
Chestnuts,November (late),Delaware
 Greens,November (late),Delaware
 Mushrooms,November (late),Delaware
Mushrooms,December (early),Delaware
Mushrooms,December (late),Delaware
Avocado,January (early),Florida
 Bananas,January (early),Florida
 Broccoli,January (early),Florida
 Cabbage,January (early),Florida
 Canistel,January (early),Florida
 Carambola,January (early),Florida
Carrots ,January (early),Florida
 Cauliflower,January (early),Florida
 Celery,January (early),Florida
 Chinese Cabbage,January (early),Florida
 Cucumbers,January (early),Florida
 Eggplant,January (early),Florida
 Endive,January (early),Florida
 Escarole,January (early),Florida
 Grapefruit,January (early),Florida
 Guava,January (early),Florida
 Honeydew Melons,January (early),Florida
 Kumquats,January (early),Florida
 Limes,January (early),Florida
 Mamey Sapote,January (early),Florida
 Mushrooms ,January (early),Florida
 Okra ,January (early),Florida
 Onions ,January (early),Florida
 Oranges,January (early),Florida
 Papaya,January (early),Florida
 Passion Fruit,January (early),Florida
 Peppers,January (early),Florida
 Potatoes,January (early),Florida
 Pummelo,January (early),Florida
 Radishes,January (early),Florida
 Squash,January (early),Florida
 Strawberries ,January (early),Florida
 Sweet Corn,January (early),Florida
 Tangelos,January (early),Florida
 Tangerines,January (early),Florida
 Tomatoes,January (early),Florida
 Watermelon,January (early),Florida
Avocado,January (late),Florida
 Bananas,January (late),Florida
 Broccoli,January (late),Florida
 Cabbage,January (late),Florida
 Canistel,January (late),Florida
 Carambola,January (late),Florida
Carrots ,January (late),Florida
 Cauliflower,January (late),Florida
 Celery,January (late),Florida
 Chinese Cabbage,January (late),Florida
 Cucumbers,January (late),Florida
 Eggplant,January (late),Florida
 Endive,January (late),Florida
 Escarole,January (late),Florida
 Grapefruit,January (late),Florida
 Guava,January (late),Florida
 Honeydew Melons,January (late),Florida
 Kumquats,January (late),Florida
 Limes,January (late),Florida
 Mamey Sapote,January (late),Florida
 Mushrooms ,January (late),Florida
 Okra ,January (late),Florida
 Onions ,January (late),Florida
 Oranges,January (late),Florida
 Papaya,January (late),Florida
 Passion Fruit,January (late),Florida
 Peppers,January (late),Florida
 Potatoes,January (late),Florida
 Pummelo,January (late),Florida
 Radishes,January (late),Florida
 Squash,January (late),Florida
 Strawberries ,January (late),Florida
 Sweet Corn,January (late),Florida
 Tangelos,January (late),Florida
 Tangerines,January (late),Florida
 Tomatoes,January (late),Florida
 Watermelon,January (late),Florida
Avocado,February (early),Florida
 Bananas,February (early),Florida
 Broccoli,February (early),Florida
 Cabbage,February (early),Florida
 Canistel,February (early),Florida
 Carambola,February (early),Florida
Carrots ,February (early),Florida
 Cauliflower,February (early),Florida
 Celery,February (early),Florida
 Chinese Cabbage,February (early),Florida
 Cucumbers,February (early),Florida
 Eggplant,February (early),Florida
 Endive,February (early),Florida
 Escarole,February (early),Florida
 Grapefruit,February (early),Florida
 Guava,February (early),Florida
 Honeydew Melons,February (early),Florida
 Kumquats,February (early),Florida
 Limes,February (early),Florida
 Mamey Sapote,February (early),Florida
 Mushrooms ,February (early),Florida
 Okra ,February (early),Florida
 Onions ,February (early),Florida
 Oranges,February (early),Florida
 Papaya,February (early),Florida
 Passion Fruit,February (early),Florida
 Peppers,February (early),Florida
 Potatoes,February (early),Florida
 Pummelo,February (early),Florida
 Radishes,February (early),Florida
 Spinach,February (early),Florida
 Squash,February (early),Florida
 Strawberries ,February (early),Florida
 Sweet Corn,February (early),Florida
 Tangelos,February (early),Florida
 Tangerines,February (early),Florida
 Tomatoes,February (early),Florida
Avocado,February (late),Florida
 Bananas,February (late),Florida
 Broccoli,February (late),Florida
 Cabbage,February (late),Florida
 Canistel,February (late),Florida
 Carambola,February (late),Florida
Carrots ,February (late),Florida
 Cauliflower,February (late),Florida
 Celery,February (late),Florida
 Chinese Cabbage,February (late),Florida
 Cucumbers,February (late),Florida
 Eggplant,February (late),Florida
 Endive,February (late),Florida
 Escarole,February (late),Florida
 Grapefruit,February (late),Florida
 Guava,February (late),Florida
 Honeydew Melons,February (late),Florida
 Kumquats,February (late),Florida
 Limes,February (late),Florida
 Mamey Sapote,February (late),Florida
 Mushrooms ,February (late),Florida
 Okra ,February (late),Florida
 Onions ,February (late),Florida
 Oranges,February (late),Florida
 Papaya,February (late),Florida
 Passion Fruit,February (late),Florida
 Peppers,February (late),Florida
 Potatoes,February (late),Florida
 Pummelo,February (late),Florida
 Radishes,February (late),Florida
 Spinach,February (late),Florida
 Squash,February (late),Florida
 Strawberries ,February (late),Florida
 Sweet Corn,February (late),Florida
 Tangelos,February (late),Florida
 Tangerines,February (late),Florida
 Tomatoes,February (late),Florida
Avocado,March (early),Florida
 Bananas,March (early),Florida
 Broccoli,March (early),Florida
 Cabbage,March (early),Florida
 Canistel,March (early),Florida
 Cantaloupes,March (early),Florida
 Carambola,March (early),Florida
Carrots ,March (early),Florida
 Cauliflower,March (early),Florida
 Celery,March (early),Florida
 Chinese Cabbage,March (early),Florida
 Cucumbers,March (early),Florida
 Eggplant,March (early),Florida
 Endive,March (early),Florida
 Escarole,March (early),Florida
 Grapefruit,March (early),Florida
 Honeydew Melons,March (early),Florida
 Kumquats,March (early),Florida
 Limes,March (early),Florida
 Mamey Sapote,March (early),Florida
 Mushrooms ,March (early),Florida
 Okra ,March (early),Florida
 Onions ,March (early),Florida
 Oranges,March (early),Florida
 Papaya,March (early),Florida
 Passion Fruit,March (early),Florida
 Peppers,March (early),Florida
 Potatoes,March (early),Florida
 Radishes,March (early),Florida
 Spinach,March (early),Florida
 Squash,March (early),Florida
 Strawberries ,March (early),Florida
 Sweet Corn,March (early),Florida
 Tangelos,March (early),Florida
 Tangerines,March (early),Florida
 Tomatoes,March (early),Florida
Avocado,March (late),Florida
 Bananas,March (late),Florida
 Broccoli,March (late),Florida
 Cabbage,March (late),Florida
 Canistel,March (late),Florida
 Cantaloupes,March (late),Florida
 Carambola,March (late),Florida
Carrots ,March (late),Florida
 Cauliflower,March (late),Florida
 Celery,March (late),Florida
 Chinese Cabbage,March (late),Florida
 Cucumbers,March (late),Florida
 Eggplant,March (late),Florida
 Endive,March (late),Florida
 Escarole,March (late),Florida
 Grapefruit,March (late),Florida
 Honeydew Melons,March (late),Florida
 Kumquats,March (late),Florida
 Limes,March (late),Florida
 Mamey Sapote,March (late),Florida
 Mushrooms ,March (late),Florida
 Okra ,March (late),Florida
 Onions ,March (late),Florida
 Oranges,March (late),Florida
 Papaya,March (late),Florida
 Passion Fruit,March (late),Florida
 Peppers,March (late),Florida
 Potatoes,March (late),Florida
 Radishes,March (late),Florida
 Spinach,March (late),Florida
 Squash,March (late),Florida
 Strawberries ,March (late),Florida
 Sweet Corn,March (late),Florida
 Tangelos,March (late),Florida
 Tangerines,March (late),Florida
 Tomatoes,March (late),Florida
Bananas,April (early),Florida
 Blueberries,April (early),Florida
 Broccoli,April (early),Florida
 Cabbage,April (early),Florida
 Cantaloupes,April (early),Florida
Carrots ,April (early),Florida
 Cauliflower,April (early),Florida
 Celery,April (early),Florida
 Chinese Cabbage,April (early),Florida
 Cucumbers,April (early),Florida
 Eggplant,April (early),Florida
 Endive,April (early),Florida
 Escarole,April (early),Florida
 Grapefruit,April (early),Florida
 Honeydew Melons,April (early),Florida
 Kumquats,April (early),Florida
 Limes,April (early),Florida
 Mamey Sapote,April (early),Florida
 Mushrooms ,April (early),Florida
 Okra ,April (early),Florida
 Onions ,April (early),Florida
 Oranges,April (early),Florida
 Papaya,April (early),Florida
 Peppers,April (early),Florida
 Potatoes,April (early),Florida
 Radishes,April (early),Florida
 Squash,April (early),Florida
 Strawberries ,April (early),Florida
 Sweet Corn,April (early),Florida
 Tangelos,April (early),Florida
 Tangerines,April (early),Florida
 Tomatoes,April (early),Florida
 Watermelon,April (early),Florida
Bananas,April (late),Florida
 Blueberries,April (late),Florida
 Broccoli,April (late),Florida
 Cabbage,April (late),Florida
 Cantaloupes,April (late),Florida
Carrots ,April (late),Florida
 Cauliflower,April (late),Florida
 Celery,April (late),Florida
 Chinese Cabbage,April (late),Florida
 Cucumbers,April (late),Florida
 Eggplant,April (late),Florida
 Endive,April (late),Florida
 Escarole,April (late),Florida
 Grapefruit,April (late),Florida
 Honeydew Melons,April (late),Florida
 Kumquats,April (late),Florida
 Limes,April (late),Florida
 Mamey Sapote,April (late),Florida
 Mushrooms ,April (late),Florida
 Okra ,April (late),Florida
 Onions ,April (late),Florida
 Oranges,April (late),Florida
 Papaya,April (late),Florida
 Peppers,April (late),Florida
 Potatoes,April (late),Florida
 Radishes,April (late),Florida
 Squash,April (late),Florida
 Strawberries ,April (late),Florida
 Sweet Corn,April (late),Florida
 Tangelos,April (late),Florida
 Tangerines,April (late),Florida
 Tomatoes,April (late),Florida
 Watermelon,April (late),Florida
Bananas,May (early),Florida
 Blackberries,May (early),Florida
 Blueberries,May (early),Florida
 Broccoli,May (early),Florida
 Cabbage,May (early),Florida
 Cantaloupes,May (early),Florida
Carrots ,May (early),Florida
 Cauliflower,May (early),Florida
 Celery,May (early),Florida
 Chinese Cabbage,May (early),Florida
 Cucumbers,May (early),Florida
 Eggplant,May (early),Florida
 Endive,May (early),Florida
 Escarole,May (early),Florida
 Grapefruit,May (early),Florida
 Guava,May (early),Florida
 Honeydew Melons,May (early),Florida
 Kumquats,May (early),Florida
 Limes,May (early),Florida
 Mushrooms ,May (early),Florida
 Okra ,May (early),Florida
 Onions ,May (early),Florida
 Oranges,May (early),Florida
 Papaya,May (early),Florida
 Peppers,May (early),Florida
 Potatoes,May (early),Florida
 Radishes,May (early),Florida
 Squash,May (early),Florida
 Strawberries ,May (early),Florida
 Sweet Corn,May (early),Florida
 Tomatoes,May (early),Florida
 Watermelon,May (early),Florida
Bananas,May (late),Florida
 Blackberries,May (late),Florida
 Blueberries,May (late),Florida
 Broccoli,May (late),Florida
 Cabbage,May (late),Florida
 Cantaloupes,May (late),Florida
Carrots ,May (late),Florida
 Cauliflower,May (late),Florida
 Celery,May (late),Florida
 Chinese Cabbage,May (late),Florida
 Cucumbers,May (late),Florida
 Eggplant,May (late),Florida
 Endive,May (late),Florida
 Escarole,May (late),Florida
 Grapefruit,May (late),Florida
 Guava,May (late),Florida
 Honeydew Melons,May (late),Florida
 Kumquats,May (late),Florida
 Limes,May (late),Florida
 Mushrooms ,May (late),Florida
 Okra ,May (late),Florida
 Onions ,May (late),Florida
 Oranges,May (late),Florida
 Papaya,May (late),Florida
 Peppers,May (late),Florida
 Potatoes,May (late),Florida
 Radishes,May (late),Florida
 Squash,May (late),Florida
 Strawberries ,May (late),Florida
 Sweet Corn,May (late),Florida
 Tomatoes,May (late),Florida
 Watermelon,May (late),Florida
Avocado,June (early),Florida
 Bananas,June (early),Florida
 Blackberries,June (early),Florida
 Blueberries,June (early),Florida
 Cabbage,June (early),Florida
 Cantaloupes,June (early),Florida
Carrots ,June (early),Florida
 Celery,June (early),Florida
 Chinese Cabbage,June (early),Florida
 Cucumbers,June (early),Florida
 Eggplant,June (early),Florida
 Endive,June (early),Florida
 Escarole,June (early),Florida
 Grapefruit,June (early),Florida
 Guava,June (early),Florida
 Limes,June (early),Florida
 Mangoes,June (early),Florida
 Mushrooms ,June (early),Florida
 Okra ,June (early),Florida
 Onions ,June (early),Florida
 Oranges,June (early),Florida
 Papaya,June (early),Florida
 Peppers,June (early),Florida
 Potatoes,June (early),Florida
 Radishes,June (early),Florida
 Squash,June (early),Florida
 Sweet Corn,June (early),Florida
 Tomatoes,June (early),Florida
 Watermelon,June (early),Florida
Avocado,June (late),Florida
 Bananas,June (late),Florida
 Blackberries,June (late),Florida
 Blueberries,June (late),Florida
 Cabbage,June (late),Florida
 Cantaloupes,June (late),Florida
Carrots ,June (late),Florida
 Celery,June (late),Florida
 Chinese Cabbage,June (late),Florida
 Cucumbers,June (late),Florida
 Eggplant,June (late),Florida
 Endive,June (late),Florida
 Escarole,June (late),Florida
 Grapefruit,June (late),Florida
 Guava,June (late),Florida
 Limes,June (late),Florida
 Mangoes,June (late),Florida
 Mushrooms ,June (late),Florida
 Okra ,June (late),Florida
 Onions ,June (late),Florida
 Oranges,June (late),Florida
 Papaya,June (late),Florida
 Peppers,June (late),Florida
 Potatoes,June (late),Florida
 Radishes,June (late),Florida
 Squash,June (late),Florida
 Sweet Corn,June (late),Florida
 Tomatoes,June (late),Florida
 Watermelon,June (late),Florida
Asian Pears,July (early),Florida
 Avocado,July (early),Florida
 Bananas,July (early),Florida
 Blackberries,July (early),Florida
 Cantaloupes,July (early),Florida
 Endive,July (early),Florida
 Escarole,July (early),Florida
 Grapefruit,July (early),Florida
 Guava,July (early),Florida
 Limes,July (early),Florida
 Mangoes,July (early),Florida
 Mushrooms ,July (early),Florida
 Okra ,July (early),Florida
 Onions ,July (early),Florida
 Oranges,July (early),Florida
 Papaya,July (early),Florida
 Passion Fruit,July (early),Florida
 Peppers,July (early),Florida
 Potatoes,July (early),Florida
 Sweet Corn,July (early),Florida
 Tomatoes,July (early),Florida
 Watermelon,July (early),Florida
Asian Pears,July (late),Florida
 Avocado,July (late),Florida
 Bananas,July (late),Florida
 Blackberries,July (late),Florida
 Cantaloupes,July (late),Florida
 Endive,July (late),Florida
 Escarole,July (late),Florida
 Grapefruit,July (late),Florida
 Guava,July (late),Florida
 Limes,July (late),Florida
 Mangoes,July (late),Florida
 Mushrooms ,July (late),Florida
 Okra ,July (late),Florida
 Onions ,July (late),Florida
 Oranges,July (late),Florida
 Papaya,July (late),Florida
 Passion Fruit,July (late),Florida
 Peppers,July (late),Florida
 Potatoes,July (late),Florida
 Sweet Corn,July (late),Florida
 Tomatoes,July (late),Florida
 Watermelon,July (late),Florida
Asian Pears,August (early),Florida
 Atemoya,August (early),Florida
 Avocado,August (early),Florida
 Bananas,August (early),Florida
 Blackberries,August (early),Florida
 Carambola,August (early),Florida
 Grapes,August (early),Florida
 Guava,August (early),Florida
 Limes,August (early),Florida
 Mangoes,August (early),Florida
 Mushrooms ,August (early),Florida
 Okra ,August (early),Florida
 Onions ,August (early),Florida
 Papaya,August (early),Florida
 Passion Fruit,August (early),Florida
Asian Pears,August (late),Florida
 Atemoya,August (late),Florida
 Avocado,August (late),Florida
 Bananas,August (late),Florida
 Blackberries,August (late),Florida
 Carambola,August (late),Florida
 Grapes,August (late),Florida
 Guava,August (late),Florida
 Limes,August (late),Florida
 Mangoes,August (late),Florida
 Mushrooms ,August (late),Florida
 Okra ,August (late),Florida
 Onions ,August (late),Florida
 Papaya,August (late),Florida
 Passion Fruit,August (late),Florida
Asian Pears,September (early),Florida
 Atemoya,September (early),Florida
 Avocado,September (early),Florida
 Bananas,September (early),Florida
 Blackberries,September (early),Florida
 Carambola,September (early),Florida
 Eggplant,September (early),Florida
 Grapes,September (early),Florida
 Guava,September (early),Florida
 Limes,September (early),Florida
 Mangoes,September (early),Florida
 Mushrooms ,September (early),Florida
 Okra ,September (early),Florida
 Onions ,September (early),Florida
 Papaya,September (early),Florida
 Passion Fruit,September (early),Florida
 Squash,September (early),Florida
 Sweet Corn,September (early),Florida
 Tangelos,September (early),Florida
 Tangerines,September (early),Florida
 Tomatoes,September (early),Florida
Asian Pears,September (late),Florida
 Atemoya,September (late),Florida
 Avocado,September (late),Florida
 Bananas,September (late),Florida
 Blackberries,September (late),Florida
 Carambola,September (late),Florida
 Eggplant,September (late),Florida
 Grapes,September (late),Florida
 Guava,September (late),Florida
 Limes,September (late),Florida
 Mangoes,September (late),Florida
 Mushrooms ,September (late),Florida
 Okra ,September (late),Florida
 Onions ,September (late),Florida
 Papaya,September (late),Florida
 Passion Fruit,September (late),Florida
 Squash,September (late),Florida
 Sweet Corn,September (late),Florida
 Tangelos,September (late),Florida
 Tangerines,September (late),Florida
 Tomatoes,September (late),Florida
Asian Pears,October (early),Florida
 Atemoya,October (early),Florida
 Avocado,October (early),Florida
 Bananas,October (early),Florida
 Carambola,October (early),Florida
 Eggplant,October (early),Florida
 Endive,October (early),Florida
 Escarole,October (early),Florida
 Grapefruit,October (early),Florida
 Guava,October (early),Florida
 Limes,October (early),Florida
 Mushrooms ,October (early),Florida
 Okra ,October (early),Florida
 Onions ,October (early),Florida
 Oranges,October (early),Florida
 Papaya,October (early),Florida
 Passion Fruit,October (early),Florida
 Peppers,October (early),Florida
 Radishes,October (early),Florida
 Squash,October (early),Florida
 Sweet Corn,October (early),Florida
 Tangelos,October (early),Florida
 Tangerines,October (early),Florida
 Tomatoes,October (early),Florida
Asian Pears,October (late),Florida
 Atemoya,October (late),Florida
 Avocado,October (late),Florida
 Bananas,October (late),Florida
 Carambola,October (late),Florida
 Eggplant,October (late),Florida
 Endive,October (late),Florida
 Escarole,October (late),Florida
 Grapefruit,October (late),Florida
 Guava,October (late),Florida
 Limes,October (late),Florida
 Mushrooms ,October (late),Florida
 Okra ,October (late),Florida
 Onions ,October (late),Florida
 Oranges,October (late),Florida
 Papaya,October (late),Florida
 Passion Fruit,October (late),Florida
 Peppers,October (late),Florida
 Radishes,October (late),Florida
 Squash,October (late),Florida
 Sweet Corn,October (late),Florida
 Tangelos,October (late),Florida
 Tangerines,October (late),Florida
 Tomatoes,October (late),Florida
Avocado,November (early),Florida
 Bananas,November (early),Florida
 Broccoli,November (early),Florida
 Cabbage,November (early),Florida
 Canistel,November (early),Florida
 Carambola,November (early),Florida
Carrots ,November (early),Florida
 Cauliflower,November (early),Florida
 Celery,November (early),Florida
 Chinese Cabbage,November (early),Florida
 Cucumbers,November (early),Florida
 Eggplant,November (early),Florida
 Endive,November (early),Florida
 Escarole,November (early),Florida
 Grapefruit,November (early),Florida
 Honeydew Melons,November (early),Florida
 Limes,November (early),Florida
 Mushrooms ,November (early),Florida
 Okra ,November (early),Florida
 Onions ,November (early),Florida
 Oranges,November (early),Florida
 Papaya,November (early),Florida
 Passion Fruit,November (early),Florida
 Peppers,November (early),Florida
 Pummelo,November (early),Florida
 Radishes,November (early),Florida
 Squash,November (early),Florida
 Strawberries ,November (early),Florida
 Sweet Corn,November (early),Florida
 Tangelos,November (early),Florida
 Tangerines,November (early),Florida
 Tomatoes,November (early),Florida
Avocado,November (late),Florida
 Bananas,November (late),Florida
 Broccoli,November (late),Florida
 Cabbage,November (late),Florida
 Canistel,November (late),Florida
 Carambola,November (late),Florida
Carrots ,November (late),Florida
 Cauliflower,November (late),Florida
 Celery,November (late),Florida
 Chinese Cabbage,November (late),Florida
 Cucumbers,November (late),Florida
 Eggplant,November (late),Florida
 Endive,November (late),Florida
 Escarole,November (late),Florida
 Grapefruit,November (late),Florida
 Honeydew Melons,November (late),Florida
 Limes,November (late),Florida
 Mushrooms ,November (late),Florida
 Okra ,November (late),Florida
 Onions ,November (late),Florida
 Oranges,November (late),Florida
 Papaya,November (late),Florida
 Passion Fruit,November (late),Florida
 Peppers,November (late),Florida
 Pummelo,November (late),Florida
 Radishes,November (late),Florida
 Squash,November (late),Florida
 Strawberries ,November (late),Florida
 Sweet Corn,November (late),Florida
 Tangelos,November (late),Florida
 Tangerines,November (late),Florida
 Tomatoes,November (late),Florida
Avocado,December (early),Florida
 Bananas,December (early),Florida
 Broccoli,December (early),Florida
 Cabbage,December (early),Florida
 Canistel,December (early),Florida
 Carambola,December (early),Florida
Carrots ,December (early),Florida
 Cauliflower,December (early),Florida
 Celery,December (early),Florida
 Chinese Cabbage,December (early),Florida
 Cucumbers,December (early),Florida
 Eggplant,December (early),Florida
 Endive,December (early),Florida
 Escarole,December (early),Florida
 Grapefruit,December (early),Florida
 Honeydew Melons,December (early),Florida
 Kumquats,December (early),Florida
 Limes,December (early),Florida
 Mushrooms ,December (early),Florida
 Okra ,December (early),Florida
 Onions ,December (early),Florida
 Oranges,December (early),Florida
 Papaya,December (early),Florida
 Passion Fruit,December (early),Florida
 Peppers,December (early),Florida
 Pummelo,December (early),Florida
 Radishes,December (early),Florida
 Squash,December (early),Florida
 Strawberries ,December (early),Florida
 Sweet Corn,December (early),Florida
 Tangelos,December (early),Florida
 Tangerines,December (early),Florida
 Tomatoes,December (early),Florida
 Watermelon,December (early),Florida
Avocado,December (late),Florida
 Bananas,December (late),Florida
 Broccoli,December (late),Florida
 Cabbage,December (late),Florida
 Canistel,December (late),Florida
 Carambola,December (late),Florida
Carrots ,December (late),Florida
 Cauliflower,December (late),Florida
 Celery,December (late),Florida
 Chinese Cabbage,December (late),Florida
 Cucumbers,December (late),Florida
 Eggplant,December (late),Florida
 Endive,December (late),Florida
 Escarole,December (late),Florida
 Grapefruit,December (late),Florida
 Honeydew Melons,December (late),Florida
 Kumquats,December (late),Florida
 Limes,December (late),Florida
 Mushrooms ,December (late),Florida
 Okra ,December (late),Florida
 Onions ,December (late),Florida
 Oranges,December (late),Florida
 Papaya,December (late),Florida
 Passion Fruit,December (late),Florida
 Peppers,December (late),Florida
 Pummelo,December (late),Florida
 Radishes,December (late),Florida
 Squash,December (late),Florida
 Strawberries ,December (late),Florida
 Sweet Corn,December (late),Florida
 Tangelos,December (late),Florida
 Tangerines,December (late),Florida
 Tomatoes,December (late),Florida
 Watermelon,December (late),Florida
Carrots ,January (early),Georgia
 Greens,January (early),Georgia
Carrots ,January (late),Georgia
 Greens,January (late),Georgia
Carrots ,February (early),Georgia
 Greens,February (early),Georgia
Carrots ,February (late),Georgia
 Greens,February (late),Georgia
Carrots ,March (early),Georgia
 Greens,March (early),Georgia
 Strawberries,March (early),Georgia
Carrots ,March (late),Georgia
 Greens,March (late),Georgia
 Strawberries,March (late),Georgia
Carrots ,April (early),Georgia
 Greens,April (early),Georgia
 Snap Beans,April (early),Georgia
 Strawberries ,April (early),Georgia
 Vidalia Onions,April (early),Georgia
Blueberries,April (late),Georgia
 Cabbage,April (late),Georgia
Carrots ,April (late),Georgia
 Greens,April (late),Georgia
 Snap Beans,April (late),Georgia
 Strawberries ,April (late),Georgia
 Vidalia Onions,April (late),Georgia
 Yellow Squash,April (late),Georgia
 Zucchini,April (late),Georgia
Blueberries,May (early),Georgia
 Cabbage,May (early),Georgia
Carrots ,May (early),Georgia
 Greens,May (early),Georgia
 Melons,May (early),Georgia
 Snap Beans,May (early),Georgia
 Strawberries ,May (early),Georgia
 Sweet Corn,May (early),Georgia
 Tomatoes,May (early),Georgia
 Vidalia Onions,May (early),Georgia
 Yellow Squash,May (early),Georgia
 Zucchini,May (early),Georgia
Bell Peppers,May (late),Georgia
 Blueberries,May (late),Georgia
 Cabbage,May (late),Georgia
Carrots ,May (late),Georgia
 Cucumbers,May (late),Georgia
 Greens,May (late),Georgia
 Melons,May (late),Georgia
 Peaches,May (late),Georgia
 Snap Beans,May (late),Georgia
 Strawberries ,May (late),Georgia
 Sweet Corn,May (late),Georgia
 Tomatoes,May (late),Georgia
 Vidalia Onions,May (late),Georgia
 Yellow Squash,May (late),Georgia
 Zucchini,May (late),Georgia
Bell Peppers,June (early),Georgia
 Blueberries,June (early),Georgia
 Cabbage,June (early),Georgia
Carrots ,June (early),Georgia
 Cucumbers,June (early),Georgia
 Field Peas,June (early),Georgia
 Greens,June (early),Georgia
 Melons,June (early),Georgia
 Peaches,June (early),Georgia
 Snap Beans,June (early),Georgia
 Sweet Corn,June (early),Georgia
 Tomatoes,June (early),Georgia
 Vidalia Onions,June (early),Georgia
 Yellow Squash,June (early),Georgia
 Zucchini,June (early),Georgia
Bell Peppers,June (late),Georgia
 Blueberries,June (late),Georgia
Carrots ,June (late),Georgia
 Cucumbers,June (late),Georgia
 Field Peas,June (late),Georgia
 Grapes,June (late),Georgia
 Greens,June (late),Georgia
 Melons,June (late),Georgia
 Peaches,June (late),Georgia
 Snap Beans,June (late),Georgia
 Sweet Corn,June (late),Georgia
 Tomatoes,June (late),Georgia
 Vidalia Onions,June (late),Georgia
 Yellow Squash,June (late),Georgia
 Zucchini,June (late),Georgia
Bell Peppers,July (early),Georgia
 Blueberries,July (early),Georgia
 Cucumbers,July (early),Georgia
 Field Peas,July (early),Georgia
 Grapes,July (early),Georgia
 Melons,July (early),Georgia
 Peaches,July (early),Georgia
 Sweet Corn,July (early),Georgia
 Tomatoes,July (early),Georgia
 Vidalia Onions,July (early),Georgia
 Yellow Squash,July (early),Georgia
 Zucchini,July (early),Georgia
Bell Peppers,July (late),Georgia
 Blueberries,July (late),Georgia
 Cucumbers,July (late),Georgia
 Field Peas,July (late),Georgia
 Grapes,July (late),Georgia
 Melons,July (late),Georgia
 Muscadines,July (late),Georgia
 Peaches,July (late),Georgia
 Sweet Corn,July (late),Georgia
 Tomatoes,July (late),Georgia
 Vidalia Onions,July (late),Georgia
Apples,August (early),Georgia
 Field Peas,August (early),Georgia
 Grapes,August (early),Georgia
 Muscadines,August (early),Georgia
 Peaches,August (early),Georgia
 Sweet Corn,August (early),Georgia
 Vidalia Onions,August (early),Georgia
Apples,August (late),Georgia
 Field Peas,August (late),Georgia
 Grapes,August (late),Georgia
 Muscadines,August (late),Georgia
 Sweet Corn,August (late),Georgia
 Vidalia Onions,August (late),Georgia
Apples,September (early),Georgia
 Field Peas,September (early),Georgia
 Grapes,September (early),Georgia
 Greens,September (early),Georgia
 Muscadines,September (early),Georgia
 Pecans,September (early),Georgia
 Sweet Corn,September (early),Georgia
 Sweet Potatoes ,September (early),Georgia
 Vidalia Onions,September (early),Georgia
Apples,September (late),Georgia
 Cucumbers,September (late),Georgia
 Field Peas,September (late),Georgia
 Grapes,September (late),Georgia
 Greens,September (late),Georgia
 Melons,September (late),Georgia
 Muscadines,September (late),Georgia
 Pecans,September (late),Georgia
 Snap Beans,September (late),Georgia
 Sweet Corn,September (late),Georgia
 Sweet Potatoes ,September (late),Georgia
 Vidalia Onions,September (late),Georgia
 Yellow Squash,September (late),Georgia
 Zucchini,September (late),Georgia
Apples,October (early),Georgia
 Bell Peppers,October (early),Georgia
 Cabbage,October (early),Georgia
 Cucumbers,October (early),Georgia
 Field Peas,October (early),Georgia
 Grapes,October (early),Georgia
 Greens,October (early),Georgia
 Melons,October (early),Georgia
 Muscadines,October (early),Georgia
 Pecans,October (early),Georgia
 Snap Beans,October (early),Georgia
 Sweet Corn,October (early),Georgia
 Sweet Potatoes ,October (early),Georgia
 Tomatoes,October (early),Georgia
 Vidalia Onions,October (early),Georgia
 Yellow Squash,October (early),Georgia
 Zucchini,October (early),Georgia
